,activities_visited,buddy_userids,enrollment_status,grade,lessons_visited,module_name,percentage_activities_visited,percentage_lessons_visited,school_code,school_name,server_id,state_code,timestamp,total_activities,total_lessons,unit_name,user_id,username
14484,7.0,[],Yes,,2.0,[u'Sound'],12.5,20.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:17:00,56.0,10.0,sound,954486.0,black-kangaroo-tg109
14485,3.0,[],Yes,,2.0,[u'Sound'],5.357142857142857,20.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-01-08 11:13:00,56.0,10.0,sound,954487.0,black-kiwi-tg109
14486,4.0,[],Yes,,2.0,[u'Sound'],7.142857142857142,20.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 12:15:00,56.0,10.0,sound,954487.0,black-kiwi-tg109
14487,5.0,[],Yes,,1.0,[u'Sound'],8.928571428571429,10.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:17:00,56.0,10.0,sound,954491.0,black-lotus-tg109
14488,2.0,[],Yes,,1.0,[u'Sound'],3.571428571428571,10.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-01-08 11:13:00,56.0,10.0,sound,954492.0,black-monkey-tg109
14489,2.0,[],Yes,,1.0,[u'Sound'],3.571428571428571,10.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-01-08 11:13:00,56.0,10.0,sound,954495.0,black-ostrich-tg109
14490,5.0,[],Yes,,1.0,[u'Sound'],8.928571428571429,10.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:17:00,56.0,10.0,sound,954495.0,black-ostrich-tg109
14491,3.0,[],Yes,,1.0,[u'Sound'],5.357142857142857,10.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:17:00,56.0,10.0,sound,954496.0,black-owl-tg109
14492,3.0,[],Yes,,0.0,[u'Sound'],5.357142857142857,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:10:00,56.0,10.0,sound,954498.0,black-parrot-tg109
14493,3.0,[],Yes,,0.0,[u'Sound'],5.357142857142857,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:10:00,56.0,10.0,sound,954498.0,black-parrot-tg109
14494,1.0,[],Yes,Grade 9,0.0,[u'Sound'],1.7857142857142856,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-01-08 15:13:00,56.0,10.0,sound,954505.0,black-rose-tg109
14495,5.0,[],Yes,Grade 9,1.0,[u'Sound'],8.928571428571429,10.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:17:00,56.0,10.0,sound,954505.0,black-rose-tg109
14496,5.0,[],Yes,Grade 9,0.0,[u'Sound'],8.928571428571429,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-01-10 12:13:00,56.0,10.0,sound,954506.0,black-scorpion-tg109
14497,4.0,[],Yes,,1.0,[u'Sound'],7.142857142857142,10.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:17:00,56.0,10.0,sound,954516.0,black-sunflower-tg109
14498,7.0,[],Yes,Grade 9,2.0,[u'Sound'],12.5,20.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:17:00,56.0,10.0,sound,954517.0,black-swan-tg109
14499,2.0,[],Yes,Grade 9,1.0,[u'Sound'],3.571428571428571,10.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:17:00,56.0,10.0,sound,954518.0,black-tiger-tg109
14500,3.0,[],Yes,Grade 9,1.0,[u'Sound'],5.357142857142857,10.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:17:00,56.0,10.0,sound,954519.0,black-turtle-tg109
14501,4.0,[],Yes,,0.0,[u'Sound'],7.142857142857142,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:17:00,56.0,10.0,sound,954522.0,black-zebra-tg109
14502,3.0,[954496],Yes,Grade 9,1.0,[u'Sound'],5.357142857142857,10.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:17:00,56.0,10.0,sound,954569.0,blue-panda-tg109
14503,3.0,[],Yes,Grade 9,1.0,[u'Sound'],5.357142857142857,10.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:17:00,56.0,10.0,sound,954570.0,blue-parrot-tg109
14504,4.0,[954522],Yes,,0.0,[u'Sound'],7.142857142857142,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:17:00,56.0,10.0,sound,954571.0,blue-peacock-tg109
14505,3.0,[],Yes,Grade 9,1.0,[u'Sound'],5.357142857142857,10.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-01-10 12:13:00,56.0,10.0,sound,954577.0,blue-rose-tg109
14506,2.0,[],No,Grade 9,1.0,[u'Sound'],3.571428571428571,10.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-07-21 17:53:00,56.0,10.0,sound,1260002.0,black-apple-sp100
14507,2.0,[],No,Grade 9,1.0,[u'Sound'],3.571428571428571,10.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-07-21 17:53:00,56.0,10.0,sound,1260002.0,black-apple-sp100
14514,5.0,[],Yes,Grade 8,0.0,[u'English Beginner'],7.352941176470589,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-17 16:06:00,68.0,12.0,eb-unit0-english-beginner,954456.0,black-beatle-tg109
14515,5.0,[],Yes,Grade 8,0.0,[u'English Beginner'],7.352941176470589,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-17 16:06:00,68.0,12.0,eb-unit0-english-beginner,954456.0,black-beatle-tg109
14516,5.0,[],Yes,,0.0,[u'English Beginner'],7.352941176470589,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-17 16:06:00,68.0,12.0,eb-unit0-english-beginner,954459.0,black-butterfly-tg109
14517,5.0,[],Yes,,0.0,[u'English Beginner'],7.352941176470589,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-17 16:06:00,68.0,12.0,eb-unit0-english-beginner,954459.0,black-butterfly-tg109
14518,0.0,[],No,Grade 8,0.0,[u'English Beginner'],0.0,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 15:07:00,68.0,12.0,eb-unit0-english-beginner,954460.0,black-camel-tg109
14519,0.0,[],No,Grade 8,0.0,[u'English Beginner'],0.0,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 15:07:00,68.0,12.0,eb-unit0-english-beginner,954460.0,black-camel-tg109
14520,2.0,[],Yes,Grade 8,0.0,[u'English Beginner'],2.9411764705882346,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:07:00,68.0,12.0,eb-unit0-english-beginner,954463.0,black-cobra-tg109
14521,2.0,[],Yes,Grade 8,0.0,[u'English Beginner'],2.9411764705882346,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:07:00,68.0,12.0,eb-unit0-english-beginner,954463.0,black-cobra-tg109
14522,2.0,[],Yes,,0.0,[u'English Beginner'],2.9411764705882346,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:07:00,68.0,12.0,eb-unit0-english-beginner,954467.0,black-dolphin-tg109
14523,2.0,[],Yes,,0.0,[u'English Beginner'],2.9411764705882346,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:07:00,68.0,12.0,eb-unit0-english-beginner,954467.0,black-dolphin-tg109
14524,1.0,[],Yes,Grade 8,0.0,[u'English Beginner'],1.4705882352941175,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:07:00,68.0,12.0,eb-unit0-english-beginner,954468.0,black-dragonfly-tg109
14525,1.0,[],Yes,Grade 8,0.0,[u'English Beginner'],1.4705882352941175,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:07:00,68.0,12.0,eb-unit0-english-beginner,954468.0,black-dragonfly-tg109
14526,13.0,[],Yes,,1.0,[u'English Beginner'],19.11764705882353,8.333333333333332,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:09:00,68.0,12.0,eb-unit0-english-beginner,954478.0,black-gorilla-tg109
14527,3.0,[],Yes,,0.0,[u'English Beginner'],4.411764705882354,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 12:08:00,68.0,12.0,eb-unit0-english-beginner,954479.0,black-grasshopper-tg109
14528,16.0,[],Yes,,2.0,[u'English Beginner'],23.529411764705877,16.666666666666664,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:09:00,68.0,12.0,eb-unit0-english-beginner,954479.0,black-grasshopper-tg109
14529,13.0,[],Yes,,1.0,[u'English Beginner'],19.11764705882353,8.333333333333332,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:09:00,68.0,12.0,eb-unit0-english-beginner,954480.0,black-hen-tg109
14530,6.0,[],Yes,,0.0,[u'English Beginner'],8.823529411764708,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:09:00,68.0,12.0,eb-unit0-english-beginner,954481.0,black-heron-tg109
14531,7.0,[],Yes,Grade 9,0.0,[u'English Beginner'],10.294117647058822,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 12:08:00,68.0,12.0,eb-unit0-english-beginner,954483.0,black-hippo-tg109
14532,12.0,[],Yes,Grade 9,0.0,[u'English Beginner'],17.647058823529417,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:09:00,68.0,12.0,eb-unit0-english-beginner,954483.0,black-hippo-tg109
14533,6.0,[],Yes,,0.0,[u'English Beginner'],8.823529411764708,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:09:00,68.0,12.0,eb-unit0-english-beginner,954484.0,black-honeybee-tg109
14534,8.0,[954517],Yes,,1.0,[u'English Beginner'],11.764705882352938,8.333333333333332,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 12:08:00,68.0,12.0,eb-unit0-english-beginner,954486.0,black-kangaroo-tg109
14535,24.0,[],Yes,,4.0,[u'English Beginner'],35.29411764705883,33.33333333333333,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:09:00,68.0,12.0,eb-unit0-english-beginner,954486.0,black-kangaroo-tg109
14536,20.0,[],Yes,,2.0,[u'English Beginner'],29.411764705882355,16.666666666666664,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:09:00,68.0,12.0,eb-unit0-english-beginner,954491.0,black-lotus-tg109
14537,6.0,[],Yes,,0.0,[u'English Beginner'],8.823529411764708,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 12:08:00,68.0,12.0,eb-unit0-english-beginner,954495.0,black-ostrich-tg109
14538,22.0,[],Yes,,3.0,[u'English Beginner'],32.35294117647059,25.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:09:00,68.0,12.0,eb-unit0-english-beginner,954495.0,black-ostrich-tg109
14539,1.0,[],Yes,,0.0,[u'English Beginner'],1.4705882352941175,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 12:08:00,68.0,12.0,eb-unit0-english-beginner,954496.0,black-owl-tg109
14540,7.0,[],Yes,,1.0,[u'English Beginner'],10.294117647058822,8.333333333333332,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:09:00,68.0,12.0,eb-unit0-english-beginner,954496.0,black-owl-tg109
14541,1.0,[],Yes,Grade 9,0.0,[u'English Beginner'],1.4705882352941175,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-01-08 11:08:00,68.0,12.0,eb-unit0-english-beginner,954505.0,black-rose-tg109
14542,6.0,[],Yes,Grade 9,0.0,[u'English Beginner'],8.823529411764708,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-01-30 16:08:00,68.0,12.0,eb-unit0-english-beginner,954505.0,black-rose-tg109
14543,12.0,[954516],Yes,Grade 9,0.0,[u'English Beginner'],17.647058823529417,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 12:08:00,68.0,12.0,eb-unit0-english-beginner,954505.0,black-rose-tg109
14544,30.0,[],Yes,Grade 9,4.0,[u'English Beginner'],44.11764705882353,33.33333333333333,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:09:00,68.0,12.0,eb-unit0-english-beginner,954505.0,black-rose-tg109
14545,7.0,[],Yes,,0.0,[u'English Beginner'],10.294117647058822,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 12:08:00,68.0,12.0,eb-unit0-english-beginner,954516.0,black-sunflower-tg109
14546,30.0,[],Yes,,4.0,[u'English Beginner'],44.11764705882353,33.33333333333333,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:09:00,68.0,12.0,eb-unit0-english-beginner,954516.0,black-sunflower-tg109
14547,2.0,[],Yes,Grade 9,0.0,[u'English Beginner'],2.9411764705882346,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 12:08:00,68.0,12.0,eb-unit0-english-beginner,954517.0,black-swan-tg109
14548,24.0,[],Yes,Grade 9,4.0,[u'English Beginner'],35.29411764705883,33.33333333333333,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:09:00,68.0,12.0,eb-unit0-english-beginner,954517.0,black-swan-tg109
14549,6.0,[955307],Yes,Grade 9,0.0,[u'English Beginner'],8.823529411764708,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 12:08:00,68.0,12.0,eb-unit0-english-beginner,954518.0,black-tiger-tg109
14550,14.0,[],Yes,Grade 9,1.0,[u'English Beginner'],20.588235294117645,8.333333333333332,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:09:00,68.0,12.0,eb-unit0-english-beginner,954518.0,black-tiger-tg109
14551,5.0,[],Yes,Grade 9,0.0,[u'English Beginner'],7.352941176470589,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:09:00,68.0,12.0,eb-unit0-english-beginner,954519.0,black-turtle-tg109
14552,16.0,[],Yes,,0.0,[u'English Beginner'],23.529411764705877,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:09:00,68.0,12.0,eb-unit0-english-beginner,954522.0,black-zebra-tg109
14553,5.0,[954496],Yes,Grade 9,0.0,[u'English Beginner'],7.352941176470589,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 12:08:00,68.0,12.0,eb-unit0-english-beginner,954569.0,blue-panda-tg109
14554,11.0,[954496],Yes,Grade 9,1.0,[u'English Beginner'],16.176470588235293,8.333333333333332,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:09:00,68.0,12.0,eb-unit0-english-beginner,954569.0,blue-panda-tg109
14555,3.0,[],Yes,Grade 9,0.0,[u'English Beginner'],4.411764705882354,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 12:08:00,68.0,12.0,eb-unit0-english-beginner,954570.0,blue-parrot-tg109
14556,7.0,[],Yes,Grade 9,0.0,[u'English Beginner'],10.294117647058822,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:09:00,68.0,12.0,eb-unit0-english-beginner,954570.0,blue-parrot-tg109
14557,4.0,[],Yes,,0.0,[u'English Beginner'],5.882352941176469,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 12:08:00,68.0,12.0,eb-unit0-english-beginner,954571.0,blue-peacock-tg109
14558,17.0,[954522],Yes,,1.0,[u'English Beginner'],25.0,8.333333333333332,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:09:00,68.0,12.0,eb-unit0-english-beginner,954571.0,blue-peacock-tg109
14559,7.0,[],Yes,Grade 9,0.0,[u'English Beginner'],10.294117647058822,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 12:08:00,68.0,12.0,eb-unit0-english-beginner,954577.0,blue-rose-tg109
14560,6.0,[],Yes,,0.0,[u'English Beginner'],8.823529411764708,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:09:00,68.0,12.0,eb-unit0-english-beginner,955307.0,red-strawberry-tg109
14561,2.0,[],No,Grade 8,0.0,[u'English Beginner'],2.9411764705882346,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-07-21 17:51:00,68.0,12.0,eb-unit0-english-beginner,1259953.0,blue-copper-sp100
14562,2.0,[],No,Grade 8,0.0,[u'English Beginner'],2.9411764705882346,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-07-21 17:51:00,68.0,12.0,eb-unit0-english-beginner,1259953.0,blue-copper-sp100
14563,10.0,[],No,,0.0,[u'English Beginner'],14.705882352941178,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-07-21 17:51:00,68.0,12.0,eb-unit0-english-beginner,1259993.0,yellow-copper-sp100
14564,10.0,[],No,,0.0,[u'English Beginner'],14.705882352941178,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-07-21 17:51:00,68.0,12.0,eb-unit0-english-beginner,1259993.0,yellow-copper-sp100
14565,2.0,[],No,Grade 9,0.0,[u'English Beginner'],2.9411764705882346,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-07-21 17:51:00,68.0,12.0,eb-unit0-english-beginner,1260002.0,black-apple-sp100
14566,2.0,[],No,Grade 9,0.0,[u'English Beginner'],2.9411764705882346,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-07-21 17:51:00,68.0,12.0,eb-unit0-english-beginner,1260002.0,black-apple-sp100
14567,2.0,[],Yes,,0.0,[u'English Beginner'],2.9411764705882346,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-07-21 17:51:00,68.0,12.0,eb-unit0-english-beginner,1260189.0,brown-ostrich-sp100
14568,2.0,[],Yes,,0.0,[u'English Beginner'],2.9411764705882346,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-07-21 17:51:00,68.0,12.0,eb-unit0-english-beginner,1260189.0,brown-ostrich-sp100
14569,2.0,[],Yes,Grade 8,0.0,[u'English Beginner'],2.9411764705882346,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-07-21 17:51:00,68.0,12.0,eb-unit0-english-beginner,1260193.0,brown-peacock-sp100
14570,2.0,[],Yes,Grade 8,0.0,[u'English Beginner'],2.9411764705882346,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-07-21 17:51:00,68.0,12.0,eb-unit0-english-beginner,1260193.0,brown-peacock-sp100
14573,0.0,[],No,Grade 9,0.0,[u'Proportional Reasoning'],0.0,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-01-10 12:09:00,26.0,5.0,pr-uni2-multiplicative-thinking,954519.0,black-turtle-tg109
14578,1.0,[],Yes,,0.0,[u'Linear Equations'],14.285714285714285,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-01-08 11:12:00,7.0,1.0,le-unit1-making-solving-puzzles,954403.0,blue-copper-tg109
14579,1.0,[],Yes,,0.0,[u'Linear Equations'],14.285714285714285,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:09:00,7.0,1.0,le-unit1-making-solving-puzzles,954451.0,black-ant-tg109
14580,1.0,[],Yes,,0.0,[u'Linear Equations'],14.285714285714285,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:09:00,7.0,1.0,le-unit1-making-solving-puzzles,954451.0,black-ant-tg109
14581,3.0,[],Yes,,0.0,[u'Linear Equations'],42.857142857142854,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-01-04 15:11:00,7.0,1.0,le-unit1-making-solving-puzzles,954451.0,black-ant-tg109
14582,1.0,[],Yes,Grade 8,0.0,[u'Linear Equations'],14.285714285714285,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:09:00,7.0,1.0,le-unit1-making-solving-puzzles,954457.0,black-bulbul-tg109
14583,1.0,[],Yes,Grade 8,0.0,[u'Linear Equations'],14.285714285714285,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:09:00,7.0,1.0,le-unit1-making-solving-puzzles,954457.0,black-bulbul-tg109
14584,1.0,[],Yes,Grade 8,0.0,[u'Linear Equations'],14.285714285714285,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-20 12:11:00,7.0,1.0,le-unit1-making-solving-puzzles,954463.0,black-cobra-tg109
14585,1.0,[],Yes,Grade 8,0.0,[u'Linear Equations'],14.285714285714285,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-20 12:11:00,7.0,1.0,le-unit1-making-solving-puzzles,954463.0,black-cobra-tg109
14586,1.0,[],Yes,Grade 9,0.0,[u'Linear Equations'],14.285714285714285,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-31 11:11:00,7.0,1.0,le-unit1-making-solving-puzzles,954465.0,black-deer-tg109
14587,2.0,[954485],Yes,Grade 9,0.0,[u'Linear Equations'],28.57142857142857,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:09:00,7.0,1.0,le-unit1-making-solving-puzzles,954466.0,black-dog-tg109
14588,2.0,[954485],Yes,Grade 9,0.0,[u'Linear Equations'],28.57142857142857,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:09:00,7.0,1.0,le-unit1-making-solving-puzzles,954466.0,black-dog-tg109
14589,1.0,[],Yes,Grade 8,0.0,[u'Linear Equations'],14.285714285714285,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-20 12:11:00,7.0,1.0,le-unit1-making-solving-puzzles,954467.0,black-dolphin-tg109
14590,1.0,[],Yes,Grade 8,0.0,[u'Linear Equations'],14.285714285714285,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-20 12:11:00,7.0,1.0,le-unit1-making-solving-puzzles,954467.0,black-dolphin-tg109
14591,2.0,[],Yes,Grade 8,0.0,[u'Linear Equations'],28.57142857142857,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:09:00,7.0,1.0,le-unit1-making-solving-puzzles,954468.0,black-dragonfly-tg109
14592,2.0,[],Yes,Grade 8,0.0,[u'Linear Equations'],28.57142857142857,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:09:00,7.0,1.0,le-unit1-making-solving-puzzles,954468.0,black-dragonfly-tg109
14593,3.0,[],Yes,Grade 8,0.0,[u'Linear Equations'],42.857142857142854,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-31 11:11:00,7.0,1.0,le-unit1-making-solving-puzzles,954468.0,black-dragonfly-tg109
14594,0.0,[],No,,0.0,[u'Linear Equations'],0.0,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-01-08 11:12:00,7.0,1.0,le-unit1-making-solving-puzzles,954571.0,blue-peacock-tg109
14595,0.0,[],No,Grade 8,0.0,[u'Linear Equations'],0.0,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-07-21 17:53:00,7.0,1.0,le-unit1-making-solving-puzzles,1259953.0,blue-copper-sp100
14596,0.0,[],No,Grade 8,0.0,[u'Linear Equations'],0.0,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-07-21 17:53:00,7.0,1.0,le-unit1-making-solving-puzzles,1259953.0,blue-copper-sp100
14597,0.0,[],No,Grade 9,0.0,[u'Linear Equations'],0.0,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-07-21 17:53:00,7.0,1.0,le-unit1-making-solving-puzzles,1260002.0,black-apple-sp100
14598,0.0,[],No,Grade 9,0.0,[u'Linear Equations'],0.0,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-07-21 17:53:00,7.0,1.0,le-unit1-making-solving-puzzles,1260002.0,black-apple-sp100
14601,2.0,[],Yes,Grade 8,0.0,[u'English Beginner'],1.5625,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-01-03 16:07:00,128.0,13.0,eb-unit1-english-beginner,954463.0,black-cobra-tg109
14602,2.0,[],Yes,,0.0,[u'English Beginner'],1.5625,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:08:00,128.0,13.0,eb-unit1-english-beginner,954484.0,black-honeybee-tg109
14603,16.0,[],Yes,,0.0,[u'English Beginner'],12.5,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:08:00,128.0,13.0,eb-unit1-english-beginner,954522.0,black-zebra-tg109
14604,0.0,[954496],No,Grade 9,0.0,[u'English Beginner'],0.0,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 12:07:00,128.0,13.0,eb-unit1-english-beginner,954569.0,blue-panda-tg109
14605,0.0,[],No,Grade 9,0.0,[u'English Beginner'],0.0,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 12:07:00,128.0,13.0,eb-unit1-english-beginner,954570.0,blue-parrot-tg109
14606,16.0,[954522],Yes,,0.0,[u'English Beginner'],12.5,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:08:00,128.0,13.0,eb-unit1-english-beginner,954571.0,blue-peacock-tg109
14607,2.0,[],Yes,Grade 9,0.0,[u'English Beginner'],1.5625,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 12:07:00,128.0,13.0,eb-unit1-english-beginner,954577.0,blue-rose-tg109
14608,3.0,[],Yes,Grade 9,0.0,[u'English Beginner'],2.34375,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:08:00,128.0,13.0,eb-unit1-english-beginner,954577.0,blue-rose-tg109
14609,1.0,[],No,Grade 8,0.0,[u'English Beginner'],0.78125,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-07-21 17:50:00,128.0,13.0,eb-unit1-english-beginner,1259953.0,blue-copper-sp100
14610,1.0,[],No,Grade 8,0.0,[u'English Beginner'],0.78125,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-07-21 17:50:00,128.0,13.0,eb-unit1-english-beginner,1259953.0,blue-copper-sp100
14611,0.0,[],No,Grade 9,0.0,[u'English Beginner'],0.0,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-07-21 17:50:00,128.0,13.0,eb-unit1-english-beginner,1260002.0,black-apple-sp100
14612,0.0,[],No,Grade 9,0.0,[u'English Beginner'],0.0,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-07-21 17:50:00,128.0,13.0,eb-unit1-english-beginner,1260002.0,black-apple-sp100
14613,2.0,[],No,,0.0,[u'English Beginner'],1.5625,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-07-21 17:50:00,128.0,13.0,eb-unit1-english-beginner,1260189.0,brown-ostrich-sp100
14614,2.0,[],No,,0.0,[u'English Beginner'],1.5625,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-07-21 17:50:00,128.0,13.0,eb-unit1-english-beginner,1260189.0,brown-ostrich-sp100
14615,2.0,[],No,Grade 8,0.0,[u'English Beginner'],1.5625,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-07-21 17:50:00,128.0,13.0,eb-unit1-english-beginner,1260193.0,brown-peacock-sp100
14616,2.0,[],No,Grade 8,0.0,[u'English Beginner'],1.5625,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-07-21 17:50:00,128.0,13.0,eb-unit1-english-beginner,1260193.0,brown-peacock-sp100
14619,0.0,[],No,Grade 8,0.0,[u'Atomic Structure'],0.0,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:12:00,49.0,9.0,atom-in-chemistry,954468.0,black-dragonfly-tg109
14620,0.0,[],No,Grade 8,0.0,[u'Atomic Structure'],0.0,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:12:00,49.0,9.0,atom-in-chemistry,954468.0,black-dragonfly-tg109
